,LocatiePostcode,Soort aanvraagOmschrijvingKadastrale aanduiding,BVnummer,DatumBinnenkomst,Einddatum  ,EindStatus
82,Rijnstraat 122311NJ,Aanvraag exploitatievergunning sexinrichting of escortbedrijfexploitatievergunning seksinrichtingD 00189G0000,171474,20-05-2017,12-07-2017,Verleend
83,Rooseveltstraat 42321BM,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouw bedrijfspand naar aparte unitsA 05288,171417,15-05-2017,07-07-2017,Verleend
84,Sint Jorissteeg 222311JA,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen gevelreclame,170643,06-03-2017,24-05-2017,Verleend
85,Slachthuislaan 312316DE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terrasK 06667G0000,171502,24-05-2017,04-07-2017,Verleend
86,Slachthuislaan 312316DE,Aanvraag terrasvergunning of wijziging terrasvergunningterrasvergunningK 06667G0000,171507,24-05-2017,06-07-2017,Verleend
87,Stationsplein 112312AJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terrasL 02353G0000,171411,12-05-2017,24-07-2017,Afgehandeld
88,Stationsweg 2A2312AV,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurebeplakken van het raam met folie en reclame,171458,19-05-2017,21-11-2017,Verleend
89,Stationsweg 192312AS,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen reclame-uitingenL 02101G0000,170932,30-03-2017,18-05-2017,Verleend
90,Stokroos 332317EN,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakkapel achtergevelS 03579G0000,171432,17-05-2017,01-06-2017,Verleend
91,Stokroos 522317ER,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakkapellen voor- en achterzijdeS 02548G0000,171418,15-05-2017,19-06-2017,Niet ontvankelijk
92,Storm Buysingstraat 18C2332VW,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouw MBO RijnlandR 01468G0000,171308,23-05-2017,27-07-2017,Verleend
93,Van Hillepad 102331ET,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerealiseren dakkapel voorzijdeW 04871G0000,171380,13-05-2017,23-05-2017,Verleend
94,Van Ravelingenstraat ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen kunstwerkX 04488,171491,24-05-2017,20-07-2017,Verleend
95,Van den Brandelerkade 122313GV,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van zonnepanelen in het voorgeveldakvlakM 05201G0000,171416,15-05-2017,30-06-2017,Weigering
96,Willemstraat 242316CS,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerealiseren dakopbouwK 04734G0000,170572,28-02-2017,22-05-2017,Verleend
97,Willemstraat 262316CS,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerealiseren dakopbouwK 04735G0000,170573,28-02-2017,22-05-2017,Verleend
98,Willemstraat 442316CT,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerealiseren dakopbouwK 01973G0000,170590,01-03-2017,23-05-2017,Verleend
99,Zernikedreef 92333CK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverwijderen brandcompartiment begane grondX 03976G0000,170352,09-02-2017,18-05-2017,Verleend
100,Zoeterwoudsesingel 2313AX,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen schuur  Zoeterwoudsesingel hoek CronesteinkadeM 07129,170910,28-03-2017,23-05-2017,Verleend
101,Zoeterwoudsesingel 332313EJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanbrengen funderingM 08091,171493,24-05-2017,19-09-2017,Verleend
102,Zonneveldstraat 72311RV,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen isolatieglas  terrasdeur en zonneboilerG 00729G0000,171434,18-05-2017,18-07-2017,Verleend
0,Breestraat 812311CK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen gevelreclameG 01974G0000,170938,30-03-2017,11-05-2017,Verleend
1,Burggravenlaan 2502313JB,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen indeling plaatsen kozijnen en lichtkoepelsQ 01455G0000,170928,30-03-2017,11-05-2017,Verleend
2,Cleveringaplaats 12311BD,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen entreesF 01524G0000,170856,24-03-2017,11-05-2017,Verleend
3,Darwinweg 22333CR,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduretijdelijk wijzigen gebruik naar parkeren en aanbrengen verhardingX 04049G0000,171360,11-05-2017,29-06-2017,Niet ontvankelijk
4,De Sitterlaan 58A2313TR,Onttrekkingwijzigen gebruik naar kamerverhuur met vijf wooneenhedenM 08006A0002,170392,10-02-2017,15-05-2017,Verleend
5,Flevoweg 52318BZ,Stadsschoonaanbrengen spandoekS 03516G0000,171402,17-05-2017,31-05-2017,Vervallen
6,Garenmarkt 162311PJ,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduretijdelijk verplaatsen terrasE 00358G0000,170341,08-02-2017,13-09-2017,Vervallen
7,Gemeente Leiden ,Aanvraag collectevergunningcollectevergunningW 07086G0000,170645,02-03-2017,11-05-2017,Verleend
8,Haagse Schouwweg 142332KG,Aanvraag ontheffing nadere regels terrassenontheffing nadere regels terrassenW 07307G0000,170246,27-01-2017,15-05-2017,Verleend
9,Herengracht 722312LE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouwen woningI 01179G0000,171378,12-05-2017,15-09-2017,Verleend
10,Herensingel 4B2316JS,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen schutting,171376,12-05-2017,06-07-2017,Weigering
11,Kaiserstraat 192311GN,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terras,170544,24-02-2017,17-05-2017,Verleend
12,Klaproos 112317EJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakkapelS 02521G0000,171377,12-05-2017,30-05-2017,Verleend
13,Koolgracht 132312PD,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van 114 zonnepanelen op de platte daken van Koolgracht 1 t/m 35B 03463A0038,170772,17-03-2017,12-05-2017,Verleend
14,Korevaarstraat 42311JS,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen reclameD 01674G0000,170843,23-03-2017,15-05-2017,Verleend
15,Korevaarstraat 72311JS,Aanvraag Drank- en Horecavergunning commercieeldrank- en horecavergunningD 02206A0001,171385,14-05-2017,20-07-2017,Verleend
16,Korevaarstraat 72311JS,Aanvraag terrasvergunning of wijziging terrasvergunningterrasvergunningD 02206A0001,171389,14-05-2017,20-07-2017,Verleend
17,Korevaarstraat 72311JS,Aanvraag aanwezigheidsvergunning kansspelautomatenaanwezigheidsvergunning (kansspelautomaten)D 02206A0001,171390,14-05-2017,20-07-2017,Verleend
18,Korevaarstraat 72311JS,Aanvraag Drank- en Horecaverlof regulierdrank- en horecaverlofD 02206A0001,171391,14-05-2017,20-07-2017,Verleend
19,Kuiperssteeg 62312HN,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouw panden tot appartementen en bedrijfsruimtenH 00559G0000,171363,11-05-2017,18-10-2017,Verleend
20,Lange Mare 432312GP,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terrasH 04205G0000,170540,24-02-2017,17-05-2017,Verleend
21,Levendaal 892311JG,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanbrengen geluidwerende voorzieningen woningE 02058G0000,171367,12-05-2017,21-07-2017,Verleend
22,Maredijk 22316VM,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terras en plaatsen terrasschermL 02384G0000,170642,03-03-2017,17-05-2017,Verleend
23,Maredijk 262316VM,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakkapel achterzijdeL 02382G0000,170534,24-02-2017,11-05-2017,Verleend
24,Morsweg 202312AD,Omgevingsvergunning Omgevingsvergunning Meldingrenovatie dakgoot en balkonL 01950G0000,171365,11-05-2017,24-05-2017,Afgehandeld
25,Narcissenstraat ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen 3 bomen  Narcissenstraat - pleintjeM 08165,171184,24-04-2017,12-05-2017,Verleend
26,Nieuwe Rijn 192312JC,Aanvraag ontheffing ex artikel 35 DHWontheffing art. 35 DHW (buitentap  Leiden Marathon)I 00052G0000,171394,16-05-2017,18-05-2017,Verleend
27,Nieuwe Rijn 192312JC,Aanvraag ontheffing ex artikel 35 DHWontheffing art. 35 DHW (buitentap  Lakenfeesten)I 00052G0000,171396,16-05-2017,24-05-2017,Verleend
28,Nieuwe Rijn 212312JC,Aanvraag ontheffing ex artikel 35 DHWontheffing art. 35 DHW (buitentap  Leiden Marathon)I 02868G0000,171084,10-04-2017,15-05-2017,Verleend
29,Nieuwe Rijn 212312JC,Aanvraag ontheffing ex artikel 35 DHWontheffing art. 35 DHW (buitentap  Peurbakkentocht)I 02868G0000,171085,10-04-2017,15-05-2017,Verleend
30,Nieuwe Rijn 37A2312JG,Aanvraag ontheffing ex artikel 35 DHWontheffing art. 35 DHW (buitentap  Peurbakkentocht),170817,20-03-2017,15-05-2017,Verleend
31,Nova-Passage 12311WZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakkapel voorzijde  dakopbouw achterzijde en veranderen trappenhuis,171364,11-05-2017,28-09-2017,Verleend
32,Oosterkerkstraat 2312SN,Kabels en Leidingen Nutsaanleg elektraleidingen Alliander,171059,07-04-2017,16-05-2017,Verleend
33,Oosterkerkstraat 182312SN,Kabels en Leidingen Nutsaanleg elektraleidingen Alliander,171340,10-05-2017,16-05-2017,Verleend
34,Oosterstraat 162315LH,Kabels en Leidingen Nutsvervangen elektraleidingen AllianderK 05790G0000,171065,07-04-2017,16-05-2017,Verleend
35,Oranjegracht 12312ND,Kabels en Leidingen TelecomAanleg telecommunicatieleidingen N.E.M. BV,170919,22-03-2017,16-05-2017,Verleend
36,Oude Rijn 152312HB,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduregroot onderhoud en het veranderen van de daken en gevelsI 01670G0000,170296,02-02-2017,17-05-2017,Verleend
37,Oude Rijn 1382312HL,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakraamH 00712G0000,163603,28-03-2017,17-05-2017,Verleend
38,Pesthuislaan 72333BA,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen overkapping brugX 04052G0000,170901,28-03-2017,17-05-2017,Verleend
39,Prins Hendrikstraat 15A2316CL,Onttrekkingwijzigen gebruik naar kamerverhuur met 4 kamersK 05969A0002,171384,12-05-2017,28-08-2017,Verleend
40,Schubertlaan 1312324CR,Omgevingsvergunning Omgevingsvergunning Uitgebreide Procedurevervanging entreepui en brandveilig gebruik VSOO 03645G0000,163187,14-10-2016,11-07-2017,Verleend
41,Schuttersveld 322316ZD,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouwen tot hostelB 03456G0000,171373,12-05-2017,30-06-2017,Niet ontvankelijk
42,Soestdijkkade 782316RC,Kabels en Leidingen Nutsaanleg elektraleidingen,171090,12-04-2017,16-05-2017,Verleend
43,Sterrenwachtlaan 2311GW,Kabels en Leidingen Telecomaanleg telecommunicatiekabels KPN BV,171249,01-05-2017,16-05-2017,Verleend
44,Topaaslaan 32332JC,Kabels en Leidingen Telecomaanleg telecommunicatieleidingen KPNX 03331A0002,171195,24-04-2017,16-05-2017,Verleend
45,Utrechtse Jaagpad 1102314AT,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduredichtbouwen patio en plaatsen dakopbouwO 00042G0000,171357,11-05-2017,15-08-2017,Verleend
46,Van Hillepad 102331ET,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerealiseren dakkapel voorzijdeW 04871G0000,171380,13-05-2017,23-05-2017,Verleend
47,Van der Werfpark ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen 3 Esdoorns  Van der WerfparkE 02111,171189,24-04-2017,12-05-2017,Verleend
48,Vlietweg 66F2323LE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen tuinhuis  schuur en kas  tuinnr 81,170426,10-02-2017,17-05-2017,Verleend
49,Vollersgracht 222312VL,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurevervangen dakpannen en verwijderen tussenwandH 01362G0000,170239,28-01-2017,15-05-2017,Verleend
50,Zoeterwoudseweg 232321GM,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureuitbreiding parkeerterrein  verplaatsen hekwerk en vlaggenmasten en aanpassen in- en uitritO 05629,163940,19-12-2016,17-05-2017,Verleend
0,Aalmarkt 92311EC,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen brandcompartiment winkelsG 02367G0000,171328,09-05-2017,31-05-2017,Niet ontvankelijk
1,Ampèrestraat 442316DG,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakopbouwK 06233G0000,170781,20-03-2017,09-05-2017,Verleend
2,Ampèrestraat 462316DG,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken uitbouw en plaatsen dakopbouwK 06232G0000,170780,20-03-2017,09-05-2017,Verleend
3,Archimedesweg 152333CM,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen tijdelijke kantoor-unitsX 03895G0000,170742,15-03-2017,08-05-2017,Verleend
4,Avicennapad ,Kabels en Leidingen Nutsaanleg waterleidingen Dunea,171188,21-04-2017,09-05-2017,Verleend
5,Catharinahof ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureherinrichting CatharinahofG 02421,170259,31-01-2017,09-05-2017,Verleend
6,Coornhertstraat 242332AR,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureuitbreiden badkamer en plaatsen dakopbouwR 01368G0000,171330,09-05-2017,23-10-2017,Weigering
7,Dellaertweg 2316WZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen landmark voor expositieL 02373,171356,10-05-2017,19-06-2017,Niet ontvankelijk
8,Dieperpoellaan ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerealiseren dakuitbouw achtergevel  bouwnummer 23P 03352,170795,21-03-2017,10-05-2017,Verleend
9,Doezastraat 432311HA,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen straatnaambord op gevelE 01677G0000,170782,20-03-2017,09-05-2017,Verleend
10,Gangetje 62311ER,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terrasD 02001G0000,170295,02-02-2017,04-05-2017,Verleend
11,Garenmarkt 162311PJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terras  plaatsen bankenE 00358G0000,171325,09-05-2017,14-09-2017,Verleend
12,Garenmarkt 162311PJ,Aanvraag ontheffing nadere regels terrassenontheffing nadere regels terrassenE 00358G0000,171344,09-05-2017,12-07-2017,Weigering
13,Gemeente Leiden ,Aanvraag diverse vergunningloterijvergunning (t.b.v. Stichting Antoni van Leeuwenhoek Foundation),171171,19-04-2017,04-05-2017,Verleend
14,Haagweg 322321AD,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gevelreclameO 01485G0000,171294,04-05-2017,06-07-2017,Niet ontvankelijk
15,Haarlemmerstraat 842312GD,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen winkelpui en aanbrengen banierH 00176G0000,163570,21-03-2017,10-05-2017,Verleend
16,Haarlemmerstraat 2132312DR,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen gevelreclameH 03825G0000,171078,11-04-2017,06-06-2017,Verleend
17,Hartesteeg 132312JW,Aanvraag Drank- en Horecavergunning commercieeldrank- en horecavergunning,171313,14-04-2017,24-05-2017,Verleend
18,Hartesteeg 132312JW,Aanvraag terrasvergunning of wijziging terrasvergunningterrasvergunning,171316,04-05-2017,12-07-2017,Verleend
19,Haven 422312MK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverven voorgevelA 02220,170308,05-02-2017,08-05-2017,Verleend
20,Haven 622312ML,Aanvraag Drank- en Horecaverlof regulierdrank- en horecaverlofC 01131G0000,171273,03-05-2017,04-05-2017,Verleend
21,Havenplein 22312GZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terras en plaatsen terrasmeubilairH 04071G0000,171349,10-05-2017,04-09-2017,Verleend
22,Herenstraat 33-12313AE,Aanvraag terrasvergunning of wijziging terrasvergunningWijzigen Openbare Ruimte,171334,22-03-2017,10-05-2017,Afgehandeld
23,Herenstraat 33-12313AE,Aanvraag terrasvergunning of wijziging terrasvergunningterrasvergunning,171335,22-03-2017,12-07-2017,Weigering
24,Hermanstraat 192315KR,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureinterne verbouwingK 06022G0000,170939,30-03-2017,09-05-2017,Verleend
25,Hooglandse Kerkgracht 2312HS,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduretijdelijke tentoonstelling 11 beelden in middenbermI 02691,171115,18-04-2017,27-06-2017,Verleend
26,Jan van Houtkade 272311PD,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanbrengen woningscheidende puiE 01555G0000,170760,16-03-2017,22-05-2017,Niet ontvankelijk
27,Jan van Houtkade 442311PE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurelegaliseren erfafscheidingE 01301G0000,171290,04-05-2017,29-06-2017,Niet ontvankelijk
28,Joop Vervoornpad 162316EP,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen broeikas  tuinnr 432,171347,09-05-2017,16-06-2017,Verleend
29,Joop Vervoornpad 162316EP,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen tuinhuis  tuinnr 328,171351,09-05-2017,03-07-2017,Verleend
30,Joop Vervoornpad 162316EP,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen kas  tuinnr 288,171352,09-05-2017,16-06-2017,Verleend
31,Kaiserstraat 12311GN,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terras en plaatsen zijwand en parasolF 02638A0001,164066,28-12-2016,09-05-2017,Verleend
32,Kanaalstraat 32313NN,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurevervangen van een dakkapel aan de achterzijde door een grotere dakkapel,170271,01-02-2017,10-05-2017,Verleend
33,Kooiplein ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen 3 bruggenK 06719,170734,14-03-2017,04-05-2017,Verleend
34,Kraaierstraat 172311NR,Aanvraag exploitatievergunning sexinrichting of escortbedrijfexploitatievergunning seksinrichtingD 00817G0000,171348,09-05-2017,03-07-2017,Verleend
35,Laan te Rhijnhof 42332HZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanbrengen gevelreclameX 04377G0000,171302,05-05-2017,29-06-2017,Verleend
36,Lage Rijndijk 942315JX,Onttrekkingwijzigen gebruik naar kamerverhuur met 12 wooneenhedenN 00297G0000,170530,23-02-2017,08-05-2017,Verleend
37,Langebrug 8A2311TL,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurevervangen van 3 schuiframen,170220,26-01-2017,04-05-2017,Verleend
38,Levendaal 972311JG,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanbrengen geluidwerende voorzieningen woningE 00698G0000,171298,05-05-2017,21-07-2017,Verleend
39,Levendaal 1692311JK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanbrengen geluidwerende voorzieningen woningD 00691G0000,171314,08-05-2017,30-06-2017,Verleend
40,Louis Elsevierstraat 92332PL,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen kunststof kozijnen voorgevelX 03701G0000,170484,20-02-2017,04-05-2017,Verleend
41,Marepoortkade 12312MP,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken inrittenB 03261A0001,171318,09-05-2017,30-05-2017,Niet ontvankelijk
42,Mariënpoelstraat 21A2334CW,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken doorbraakP 03038A0008,170881,27-03-2017,09-05-2017,Verleend
43,Morsstraat 62312BM,Aanvraag ontheffing ex artikel 35 DHWontheffing art. 35 DHW (buitentap en standplaats  Leidens Ontzet),171332,08-05-2017,11-09-2017,Verleend
44,Musschenbroekstraat 3A2316AW,Onttrekkingwijzigen gebruik naar kamerverhuur met 4 wooneenheden,171338,10-05-2017,15-01-2018,Verleend
45,Niels Bohrweg 2333CA,Kabels en Leidingen Telecomaanleg telecommunicatiekabels KPN BV,171248,01-05-2017,10-05-2017,Verleend
46,Nieuwe Mare 132312NL,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerenoveren benedenwoningB 02348,171304,05-05-2017,28-06-2017,Vervallen
47,Park de Put 12312BM,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanbrengen straatnaamborden  Park de Put 1  Berkendaalstraatje  Hogewoerd 30  Pieterskerkgracht 12 en Rapenburg 117aB 03700G0000,170233,27-01-2017,08-05-2017,Verleend
48,Pieterskerk-Choorsteeg 14A2311TR,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanbrengen gootconstructie en onderhoud dakbedekkingG 02192A0009,170774,17-03-2017,09-05-2017,Verleend
49,Rijnsburgersingel 852316XZ,Onttrekkingwijzigen gebruik naar kamerverhuur met 5 wooneenheden,171307,04-05-2017,22-06-2017,Weigering
50,Rijnsburgerweg 1222333AE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik en aanleggen in- en uitritR 01809,171283,04-05-2017,26-07-2017,Verleend
